class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,atfd,fdp,fdp_concentration,label,split
Field,0,0.0,5,0.0,0.0,1,0,0,0,0,0.0,Clean,test
FormEntry,0,0.0,11,0.0,0.0,0,0,0,0,0,0.0,Clean,train
FieldEntry,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
TranslatedForm,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Clean,train
TranslatedField,0,0.0,8,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,207,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,18,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,15,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,15,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,18,0.0,0.0,0,0,0,0,0,0.0,Clean,train
GalleryImageInline,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
GalleryAdmin,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Media,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
BaseGallery,0,0.0,84,66.0,11.0,0,1,1,9,5,0.3333,Feature Envy,train
Gallery,0,0.0,8,0.0,0.0,0,0,0,0,0,0.0,Clean,train
GalleryImage,0,0.0,38,10.0,3.5,0,1,1,3,2,0.6667,Clean,train
Meta,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
TranslatedGallery,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
TranslatedGalleryImage,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,84,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ThreadedCommentAdmin,0,1.0,30,3.5,1.0,0,0,0,1,1,1.0,Clean,train
BaseGenericRelation,0,0.9,120,19.4,3.8,0,1,5,9,7,0.2222,Clean,test
CommentsField,0,0.0,23,13.0,2.0,1,1,0,3,2,0.6667,Clean,train
KeywordsField,0,0.9,85,14.2,2.0,1,1,2,8,5,0.375,Clean,train
RatingField,0,0.0,26,12.0,2.0,1,1,0,3,3,0.3333,Clean,train
KeywordsWidget,0,0.5,73,11.75,2.5,0,2,2,10,7,0.2,Clean,train
ThreadedCommentForm,0,1.0,94,20.25,4.0,0,2,3,27,8,0.5185,Clean,test
RatingForm,0,0.5,65,12.25,3.0,0,2,3,9,5,0.3333,Clean,train
Media,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CommentManager,0,1.0,27,10.0,2.0,0,0,0,3,2,0.6667,Clean,train
KeywordManager,0,1.0,32,9.666666666666666,2.0,0,0,0,1,1,1.0,Clean,train
ThreadedComment,0,0.8666666666666667,78,5.666666666666667,1.1666666666666667,0,1,1,1,1,1.0,Clean,train
Keyword,0,0.0,11,0.0,0.0,0,0,0,0,0,0.0,Clean,test
AssignedKeyword,0,0.0,22,2.0,1.0,0,0,0,0,0,0.0,Clean,train
Rating,0,0.0,34,10.0,2.0,0,1,1,1,1,1.0,Clean,test
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,167,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,14,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,20,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PageAdminForm,0,0.0,12,11.0,3.0,0,0,0,0,0,0.0,Clean,train
PageAdmin,0,1.0,120,11.222222222222221,2.3333333333333335,0,0,0,13,6,0.3846,Clean,train
LinkAdmin,0,1.0,21,8.0,2.5,1,0,0,5,3,0.4,Clean,train
PagesConfig,0,0.0,6,2.0,1.0,0,0,0,0,0,0.0,Clean,train
MenusField,0,0.7,61,10.0,1.8,0,0,0,0,0,0.0,Clean,test
PageManager,0,1.0,87,42.5,6.0,0,0,0,6,6,0.1667,Clean,train
PageMiddleware,0,1.0,107,27.666666666666668,6.666666666666667,0,0,0,13,7,0.3077,Long Method,train
BasePage,0,0.0,11,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Page,0,0.775,240,12.625,2.8125,1,0,0,14,9,0.2143,God Class,test
RichTextPage,0,0.0,9,0.0,0.0,2,0,0,0,0,0.0,Clean,train
Link,0,0.0,9,0.0,0.0,2,0,0,0,0,0.0,Clean,train
PageMoveException,0,0.0,13,2.0,1.5,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Meta,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,test
TranslatedPage,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
TranslatedRichTextPage,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
TranslatedLink,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,199,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,22,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Migration,0,0.0,19,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Migration,0,0.0,20,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Library,3,1.0,94,28.333333333333332,2.6666666666666665,0,0,6,8,5,0.375,Feature Envy,train
AsTagNode,0,0.0,21,20.0,5.0,0,2,0,5,4,0.4,Clean,train
RenderTagNode,0,0.0,3,2.0,1.0,0,2,0,0,0,0.0,Clean,train
ToEndTagNode,0,0.0,9,3.5,1.0,0,1,2,2,1,1.0,Clean,train
Loader,0,0.0,10,5.0,2.0,0,0,0,0,0,0.0,Clean,train
TweetableAdminMixin,0,1.0,41,16.5,3.5,0,0,0,6,5,0.3333,Feature Envy,train
TwitterConfig,0,0.0,6,2.0,1.0,0,0,0,0,0,0.0,Clean,train
TweetManager,0,0.0,21,15.0,3.0,0,0,0,5,2,0.8,Clean,train
TwitterQueryException,0,0.0,2,0.0,0.0,0,1,0,0,0,0.0,Clean,train
Query,1,0.0,101,44.5,7.5,0,0,1,13,5,0.6923,Feature Envy,train
Tweet,0,1.0,31,2.0,1.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Meta,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Command,0,1.0,21,7.5,3.0,0,0,0,5,5,0.2,Clean,test
Migration,0,0.0,118,0.0,0.0,0,0,0,0,0,0.0,Clean,train
SingletonAdmin,0,0.5,54,11.0,2.25,0,0,0,3,3,0.3333,Clean,train
SitesAllowedHosts,0,1.0,20,5.5,2.0,0,0,0,2,2,0.5,Clean,train
TagCloser,0,0.0,23,4.666666666666667,1.6666666666666667,0,0,0,0,0,0.0,Clean,test
AdminThumbMixin,0,0.0,22,12.0,3.0,0,0,0,2,1,1.0,Clean,train
ModelMixinBase,0,0.0,37,30.0,7.0,0,0,0,3,2,0.6667,Clean,train
ModelMixin,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Clean,train
peekable,0,0.4642857142857143,165,12.125,3.25,0,1,1,3,1,1.0,Clean,train
sized_iterator,0,0.6666666666666666,29,2.25,1.0,0,0,0,0,0,0.0,Clean,test
bucket,0,0.4,101,10.8,3.4,0,0,0,0,0,0.0,Clean,train
numeric_range,0,0.23809523809523808,218,9.933333333333334,3.1333333333333333,0,0,0,3,2,0.6667,Clean,train
islice_extended,0,0.5,44,3.75,1.5,0,0,0,0,0,0.0,Clean,train
SequenceView,0,0.0,43,2.5,1.25,0,1,0,0,0,0.0,Clean,train
seekable,1,0.4166666666666667,172,5.888888888888889,2.0,0,1,2,0,0,0.0,Clean,train
run_length,0,1.0,27,2.0,1.0,0,0,0,1,1,1.0,Clean,train
time_limited,0,0.6666666666666666,48,6.333333333333333,2.0,0,0,0,0,0,0.0,Clean,train
AbortThread,0,0.0,2,0.0,0.0,0,1,0,0,0,0.0,Clean,train
callback_iter,1,0.6785714285714286,131,8.5,2.125,0,0,1,5,1,1.0,Clean,test
countable,0,0.6666666666666666,30,3.3333333333333335,1.0,0,0,0,0,0,0.0,Clean,train
serialize,0,0.6,44,4.833333333333333,1.0,0,0,0,2,1,1.0,Clean,train
_concurrent_tee,0,0.6666666666666666,25,6.666666666666667,2.0,0,0,0,3,1,1.0,Clean,train
Stats,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
BehaviorChangeWarning,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ndarray,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
np_datetime64,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
np_timedelta64,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
_LazyDaskArray,0,0.0,3,2.0,1.0,0,0,0,0,0,0.0,Clean,train
Converter,0,0.9642857142857143,54,4.5,1.5,0,0,0,3,3,0.3333,Clean,train
Definition,0,0.0,27,23.0,4.0,0,0,0,4,3,0.5,Clean,test
WithDefErr,1,0.0,5,2.0,1.0,0,0,1,0,0,0.0,Clean,train
PintError,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
DefinitionError,0,0.0,18,3.0,1.0,0,1,0,0,0,0.0,Clean,test
DefinitionSyntaxError,0,0.0,13,2.0,1.0,0,0,0,0,0,0.0,Clean,train
RedefinitionError,0,0.0,16,2.6666666666666665,1.0,0,0,0,0,0,0.0,Clean,train
UndefinedUnitError,0,0.0,18,3.6666666666666665,1.6666666666666667,0,0,0,0,0,0.0,Clean,train
PintTypeError,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
DimensionalityError,0,0.0,44,11.0,1.6666666666666667,1,0,0,0,0,0.0,Clean,train
OffsetUnitCalculusError,0,0.5,26,4.25,1.25,1,1,1,0,0,0.0,Clean,train
LogarithmicUnitCalculusError,0,0.5,26,4.25,1.25,1,1,1,0,0,0.0,Clean,train
UnitStrippedWarning,0,0.0,8,2.0,1.0,0,0,0,0,0,0.0,Clean,train
UnexpectedScaleInContainer,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
UndefinedBehavior,0,0.0,8,2.0,1.0,0,0,0,0,0,0.0,Clean,train
PintAxisInfo,0,0.0,7,4.0,1.0,0,1,1,2,2,0.5,Clean,train
PintConverter,1,0.9,36,5.4,2.0,0,1,2,2,2,0.5,Clean,train
IteratorLookAhead,0,0.5,27,4.5,1.75,0,0,0,0,0,0.0,Clean,train
EvalTreeNode,0,0.0,81,23.333333333333332,4.333333333333333,0,0,0,0,0,0.0,Clean,test
Quantity,0,0.0,352,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Unit,0,0.0,26,0.0,0.0,0,0,0,0,0,0.0,Clean,train
GenericUnitRegistry,0,0.0,10,0.0,0.0,0,0,0,0,0,0.0,Clean,train
UnitRegistry,0,1.0,118,20.333333333333332,1.0,0,1,2,0,0,0.0,Clean,train
LazyRegistry,0,0.9333333333333333,31,4.166666666666667,1.6666666666666667,0,2,3,0,0,0.0,Clean,train
ApplicationRegistry,0,0.2,57,4.3,1.3,0,2,1,2,2,0.5,Clean,train
udict,0,1.0,8,2.0,1.0,0,2,0,0,0,0.0,Clean,train
UnitsContainer,1,0.677536231884058,242,8.166666666666666,2.1666666666666665,0,1,8,10,5,0.4,God Class,train
ParserHelper,1,0.6470588235294118,220,9.705882352941176,2.823529411764706,1,1,11,15,8,0.2,Clean,test
SharedRegistryObject,0,1.0,54,18.0,2.5,0,1,0,2,2,0.5,Clean,train
PrettyIPython,0,0.0,21,4.666666666666667,2.0,0,0,0,1,1,1.0,Clean,train
Handler,0,0.0,2,1.0,1.0,0,0,0,0,0,0.0,Clean,train
ParserConfig,0,1.0,39,7.5,1.75,0,0,0,8,4,0.5,Feature Envy,train
PintParsedStatement,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PintHeader,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PathHeader,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
ParsedProjecHeader,0,0.0,12,10.0,1.0,0,0,0,2,2,0.5,Clean,train
PintDiskCache,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,test
FullFormatter,0,0.4444444444444444,218,20.0,4.333333333333333,0,0,0,6,5,0.3333,Clean,train
HTMLFormatter,0,0.7,147,28.0,2.8,0,0,0,13,8,0.1538,Clean,train
LatexFormatter,0,0.7,125,23.6,1.6,0,1,3,11,7,0.1818,Clean,train
SIunitxFormatter,0,0.7,128,23.6,1.8,0,1,3,9,6,0.2222,Clean,train
BaseFormatter,0,0.0,3,2.0,1.0,0,0,0,0,0,0.0,Clean,test
DefaultFormatter,0,0.7,135,24.8,2.2,1,3,9,9,6,0.2222,Clean,train
CompactFormatter,0,0.7,109,20.4,1.6,1,3,9,9,6,0.2222,Clean,test
PrettyFormatter,0,0.7,124,23.4,2.8,1,3,9,12,8,0.1667,Clean,train
RawFormatter,0,0.7,91,16.2,1.4,1,3,9,6,3,0.3333,Clean,test
SortKwds,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
BabelKwds,0,0.0,6,0.0,0.0,0,0,0,0,0,0.0,Clean,train
NewFormatter,0,0.6666666666666666,68,21.0,2.6666666666666665,0,0,0,9,5,0.3333,Feature Envy,train
Formatter,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
EndDirectiveBlock,0,0.0,8,4.0,2.0,0,0,0,0,0,0.0,Clean,train
DirectiveBlock,0,0.0,10,1.0,1.0,0,0,0,0,0,0.0,Clean,train
DefinitionSyntaxError,0,0.6666666666666666,25,4.0,2.0,0,0,0,0,0,0.0,Clean,train
ImportDefinition,0,1.0,12,3.0,1.5,0,0,0,0,0,0.0,Clean,train
ForwardRelation,0,0.0,11,4.0,1.0,0,0,0,0,0,0.0,Clean,test
BidirectionalRelation,0,0.0,13,4.0,1.0,0,0,0,0,0,0.0,Clean,train
BeginContext,0,0.0,47,32.0,6.0,0,0,0,5,5,0.2,Clean,train
ContextDefinition,0,0.7333333333333333,71,3.5,1.0,0,0,0,2,2,0.5,Clean,test
BeginDefaults,0,0.0,11,4.0,2.0,0,0,0,0,0,0.0,Clean,train
DefaultsDefinition,0,1.0,37,6.0,2.6666666666666665,0,0,0,6,5,0.3333,Feature Envy,train
PintRootBlock,0,0.0,19,0.0,0.0,0,0,0,0,0,0.0,Clean,train
_PintParser,0,0.0,26,5.0,1.5,0,0,2,1,1,1.0,Clean,train
DefParser,0,0.5,82,17.5,4.25,0,1,0,16,6,0.5625,Long Method,train
BeginGroup,0,0.0,30,17.0,4.0,0,0,0,4,4,0.25,Clean,test
GroupDefinition,0,0.8333333333333334,45,3.0,1.0,0,0,0,2,2,0.5,Clean,train
Equality,0,0.0,16,9.0,3.0,0,0,0,2,2,0.5,Clean,train
CommentDefinition,0,0.0,14,4.0,2.0,0,0,0,0,0,0.0,Clean,train
PrefixDefinition,0,0.0,46,35.0,7.0,0,0,0,8,6,0.375,Clean,train
UnitDefinition,0,0.0,72,53.0,9.0,0,0,0,11,10,0.1818,Clean,train
DimensionDefinition,0,0.0,18,7.0,3.0,0,0,0,0,0,0.0,Clean,test
DerivedDimensionDefinition,0,0.0,38,25.0,6.0,0,0,0,3,3,0.3333,Clean,train
AliasDefinition,0,0.0,20,9.0,3.0,0,0,0,3,3,0.3333,Clean,test
BaseUnitRule,0,0.0,11,9.0,3.0,0,0,0,2,2,0.5,Clean,train
BeginSystem,0,0.0,32,19.0,4.0,0,0,0,3,3,0.3333,Clean,test
SystemDefinition,0,0.8333333333333334,46,3.0,1.0,0,0,0,1,1,1.0,Clean,train
Relation,0,0.6666666666666666,35,4.0,1.0,0,0,0,1,1,1.0,Clean,train
ForwardRelation,0,0.0,9,2.0,1.0,1,0,0,0,0,0.0,Clean,train
BidirectionalRelation,0,0.0,11,2.0,1.0,1,0,0,0,0,0.0,Clean,train
ContextDefinition,0,0.6666666666666666,68,17.666666666666668,5.0,0,0,0,15,6,0.3333,Long Method,train
Transformation,0,0.0,4,3.0,1.0,0,0,0,0,0,0.0,Clean,test
ContextQuantity,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
ContextUnit,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
Context,0,0.7818181818181819,231,15.090909090909092,2.0,0,1,0,24,9,0.2083,God Class,train
ContextChain,0,0.5714285714285714,71,8.142857142857142,1.4285714285714286,0,0,3,3,1,1.0,Clean,train
_Decorator,0,0.0,2,1.0,1.0,0,0,0,0,0,0.0,Clean,train
ContextCacheOverlay,0,0.0,11,6.0,1.0,0,1,0,3,1,1.0,Clean,train
GenericContextRegistry,1,0.6794871794871795,385,27.23076923076923,3.1538461538461537,0,0,2,21,8,0.2381,God Class,train
ContextRegistry,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,test
DaskQuantity,0,0.8181818181818182,86,6.2727272727272725,1.0909090909090908,0,0,0,1,1,1.0,Clean,train
DaskUnit,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
GenericDaskRegistry,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
DaskRegistry,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
GroupDefinition,0,1.0,35,7.0,2.6666666666666665,0,0,0,6,4,0.3333,Clean,train
GroupQuantity,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
GroupUnit,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Group,0,0.6666666666666666,182,11.384615384615385,2.230769230769231,0,0,0,12,4,0.4167,Clean,test
GenericGroupRegistry,0,0.6944444444444444,119,10.444444444444445,1.8888888888888888,0,0,0,7,6,0.2857,Clean,train
GroupRegistry,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
MeasurementQuantity,1,0.0,12,10.0,4.0,0,0,1,1,1,1.0,Clean,train
MeasurementUnit,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Measurement,0,0.5,155,14.333333333333334,3.3333333333333335,0,1,0,6,5,0.3333,Long Method,train
GenericMeasurementRegistry,0,0.0,19,14.0,2.0,0,0,0,0,0,0.0,Clean,train
MeasurementRegistry,0,0.0,5,0.0,0.0,0,0,0,0,0,0.0,Clean,train
OffsetConverter,0,0.5,38,7.0,2.0,0,0,0,0,0,0.0,Clean,train
LogarithmicConverter,0,0.8333333333333334,64,9.75,2.0,0,0,0,0,0,0.0,Clean,train
NonMultiplicativeQuantity,0,0.6,58,8.333333333333334,2.6666666666666665,0,0,0,1,1,1.0,Clean,train
NonMultiplicativeUnit,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
GenericNonMultiplicativeRegistry,0,0.7619047619047619,278,36.0,4.571428571428571,0,0,0,17,9,0.4118,Long Method,train
NonMultiplicativeRegistry,0,0.0,7,0.0,0.0,0,0,0,0,0,0.0,Clean,train
NumpyQuantity,0,0.5666666666666667,352,12.916666666666666,3.5416666666666665,0,0,0,29,12,0.4828,Long Method,test
GenericNumpyRegistry,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
NumpyRegistry,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
NumpyUnit,0,0.0,29,26.0,5.0,0,0,0,1,1,1.0,Clean,train
NotNumeric,0,0.0,5,2.0,1.0,0,0,0,0,0,0.0,Clean,train
Equality,0,0.0,11,0.0,0.0,0,0,0,0,0,0.0,Clean,train
CommentDefinition,0,0.0,4,0.0,0.0,0,0,0,0,0,0.0,Clean,train
DefaultsDefinition,0,0.0,11,5.0,3.0,0,0,0,0,0,0.0,Clean,train
NamedDefinition,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,test
PrefixDefinition,1,0.5,36,5.0,2.5,1,0,1,6,1,1.0,Clean,train
UnitDefinition,0,0.6,99,12.166666666666666,2.8333333333333335,1,0,0,9,1,1.0,Long Method,train
DimensionDefinition,0,1.0,10,2.5,1.5,1,0,0,2,1,1.0,Clean,train
DerivedDimensionDefinition,0,1.0,28,10.0,2.5,2,0,0,3,1,1.0,Clean,train
AliasDefinition,0,0.0,17,9.0,4.0,0,0,0,4,1,1.0,Clean,train
ScaleConverter,0,0.0,20,7.0,2.0,0,1,0,0,0,0.0,Clean,train
PlainQuantity,0,0.8478931140801644,1743,14.647727272727273,3.522727272727273,0,0,0,41,15,0.3415,God Class,train
RegistryCache,0,1.0,32,14.0,1.5,0,1,0,0,0,0.0,Clean,test
RegistryMeta,0,0.0,9,4.0,1.0,0,0,1,1,1,1.0,Clean,train
GenericPlainRegistry,1,0.9044162129461585,1355,21.25,3.5,0,1,1,40,24,0.15,God Class,test
PlainRegistry,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,train
PlainUnit,0,0.5440860215053763,288,8.444444444444445,2.2222222222222223,0,0,0,6,5,0.3333,Clean,train
BaseUnitRule,0,0.0,9,0.0,0.0,0,0,0,0,0,0.0,Clean,train
SystemDefinition,0,0.6666666666666666,49,11.666666666666666,4.0,0,0,0,13,5,0.4615,Feature Envy,train
SystemQuantity,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
SystemUnit,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
System,0,0.6444444444444445,162,13.4,2.3,0,0,0,9,5,0.3333,Clean,train
Lister,0,0.0,10,2.3333333333333335,1.0,0,0,0,0,0,0.0,Clean,test
GenericSystemRegistry,0,0.6153846153846154,227,15.666666666666666,2.75,0,0,0,6,5,0.3333,Clean,train
SystemRegistry,0,0.0,3,0.0,0.0,0,0,0,0,0,0.0,Clean,test
_IntentionallyEmptyModule,0,0.0,13,11.0,3.0,0,0,0,0,0,0.0,Clean,train
_PluginSourceModule,1,0.0,14,5.0,1.5,0,2,5,3,2,0.6667,Clean,train
PluginBase,1,1.0,27,6.5,1.5,0,2,1,0,0,0.0,Clean,train
PluginSource,1,0.6727272727272727,167,11.363636363636363,2.8181818181818183,0,3,1,6,5,0.3333,God Class,train
PluginBaseState,0,1.0,15,5.0,2.0,0,2,0,1,1,1.0,Clean,test
_ImportHook,0,0.0,38,8.25,2.5,0,1,5,1,1,1.0,Clean,train
FlaskyStyle,0,0.0,80,0.0,0.0,0,0,0,0,0,0.0,Clean,train
Application,0,0.0,29,12.5,1.5,0,0,0,2,2,0.5,Clean,train
PremailerError,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,test
ExternalNotFoundError,0,0.0,2,0.0,0.0,0,1,0,0,0,0.0,Clean,train
ExternalFileLoadingError,0,0.0,2,0.0,0.0,0,1,0,0,0,0.0,Clean,test
Premailer,2,0.7777777777777778,596,58.2,13.0,0,0,2,59,31,0.1017,Long Method,train
JsonEncoder,0,1.0,27,10.5,4.5,0,0,0,1,1,1.0,Clean,train
JsonFormatter,0,0.8055555555555556,184,18.77777777777778,3.3333333333333335,0,0,0,14,7,0.5714,Clean,train
Record,0,0.9636363636363636,80,5.818181818181818,1.6363636363636365,0,3,1,5,2,0.6,Clean,train
RecordCollection,0,0.9120879120879121,149,9.428571428571429,2.357142857142857,0,2,4,7,6,0.2857,God Class,train
Database,1,0.8205128205128205,90,5.538461538461538,1.3846153846153846,0,1,8,9,3,0.6667,Clean,test
Connection,2,0.6222222222222222,97,8.5,1.7,0,1,6,5,4,0.4,Clean,test
PublishCommand,0,1.0,31,5.25,1.25,0,0,0,0,0,0.0,Clean,train
FlaskyStyle,0,0.0,80,0.0,0.0,0,0,0,0,0,0.0,Clean,train
BaseAdapter,0,1.0,34,9.666666666666666,1.0,0,1,1,3,1,1.0,Clean,train
HTTPAdapter,0,0.8095238095238095,591,35.6,4.133333333333334,1,1,1,32,12,0.2812,God Class,train
AuthBase,0,0.0,5,2.0,1.0,0,0,0,0,0,0.0,Clean,test
HTTPBasicAuth,0,0.8,29,3.75,1.0,1,0,0,1,1,1.0,Clean,train
HTTPProxyAuth,0,0.0,6,3.0,1.0,2,0,0,1,1,1.0,Clean,test
HTTPDigestAuth,0,0.6222222222222222,231,25.875,5.125,1,0,0,27,10,0.4444,Long Method,train
MockRequest,0,0.8021978021978022,81,3.642857142857143,1.1428571428571428,0,0,1,5,1,1.0,Clean,test
MockResponse,0,0.0,19,3.3333333333333335,1.0,0,0,0,0,0,0.0,Clean,train
CookieConflictError,0,0.0,4,0.0,0.0,0,1,0,0,0,0.0,Clean,train
RequestsCookieJar,1,0.9966666666666667,286,9.68,2.56,0,1,1,12,6,0.3333,God Class,train
RequestException,0,0.0,16,8.0,4.0,0,1,1,2,2,0.5,Clean,test
InvalidJSONError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
JSONDecodeError,0,1.0,22,9.0,1.0,2,1,1,0,0,0.0,Clean,train
HTTPError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
ConnectionError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
ProxyError,0,0.0,2,0.0,0.0,2,0,0,0,0,0.0,Clean,train
SSLError,0,0.0,2,0.0,0.0,2,0,0,0,0,0.0,Clean,test
Timeout,0,0.0,7,0.0,0.0,1,0,0,0,0,0.0,Clean,train
ConnectTimeout,0,0.0,5,0.0,0.0,2,0,0,0,0,0.0,Clean,train
ReadTimeout,0,0.0,2,0.0,0.0,2,0,0,0,0,0.0,Clean,train
URLRequired,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
TooManyRedirects,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
MissingSchema,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
InvalidSchema,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
InvalidURL,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
InvalidHeader,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
InvalidProxyURL,0,0.0,2,0.0,0.0,2,0,0,0,0,0.0,Clean,train
ChunkedEncodingError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
ContentDecodingError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
StreamConsumedError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
RetryError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
UnrewindableBodyError,0,0.0,2,0.0,0.0,1,0,0,0,0,0.0,Clean,train
RequestsWarning,0,0.0,2,0.0,0.0,0,0,0,0,0,0.0,Clean,train
